,sexe, race,age, education,pays d'origine,etat civil,relation,Secteur d'activite, occupation,gain en capital,perte en capital,revenue annuel,heure par semaine, education-num,revenue annuel  numeric,sexe numeric,race numeric,pays d'origine numeric,etat civil numeric,relation numeric,secteur d'activite numeric,occupation numeric,education numeric
2614, Female, White,270, Masters, United-States, Divorced, Not-in-family, Local-gov, Prof-specialty,19134,0, >50K,203,70,0,0,4,38,0,1,1,10,12
2615, Female, White,493, Masters, United-States, Divorced, Not-in-family, Private, Prof-specialty,9203,1876, <=50K,416,140,1,0,4,38,0,1,3,10,12
2616, Female, White,161, Masters, United-States, Divorced, Not-in-family, Private, Prof-specialty,14084,2559, >50K,120,42,0,0,4,38,0,1,3,10,12
2617, Female, White,55, Masters, United-States, Divorced, Not-in-family, Self-emp-inc, Prof-specialty,0,0, <=50K,35,14,1,0,4,38,0,1,4,10,12
2618, Female, White,142, Masters, United-States, Divorced, Not-in-family, Self-emp-not-inc, Prof-specialty,0,0, <=50K,65,42,1,0,4,38,0,1,5,10,12
2619, Female, White,240, Masters, United-States, Divorced, Not-in-family, State-gov, Prof-specialty,0,0, <=50K,202,70,1,0,4,38,0,1,6,10,12
2620, Female, White,224, Masters, United-States, Divorced, Not-in-family, Private, Sales,0,1590, <=50K,101,56,1,0,4,38,0,1,3,12,12
2621, Female, White,100, Masters, United-States, Divorced, Not-in-family, Private, Sales,0,0, >50K,90,28,0,0,4,38,0,1,3,12,12
2622, Female, White,33, Masters, United-States, Divorced, Own-child, Private, Exec-managerial,14084,0, >50K,50,14,0,0,4,38,0,3,3,4,12
2623, Female, White,45, Masters, United-States, Divorced, Own-child, Local-gov, Prof-specialty,0,0, <=50K,55,14,1,0,4,38,0,3,1,10,12
2624, Female, White,91, Masters, United-States, Divorced, Own-child, Private, Prof-specialty,1506,0, <=50K,80,28,1,0,4,38,0,3,3,10,12
2625, Female, White,34, Masters, United-States, Divorced, Own-child, Private, Prof-specialty,0,0, >50K,60,14,0,0,4,38,0,3,3,10,12
2626, Female, White,28, Masters, United-States, Divorced, Own-child, Private, Sales,0,0, <=50K,40,14,1,0,4,38,0,3,3,12,12
2627, Female, Asian-Pac-Islander,44, Masters, United-States, Divorced, Unmarried, Self-emp-inc, Exec-managerial,0,0, <=50K,40,14,1,0,1,38,0,4,4,4,12
2628, Female, Black,48, Masters, United-States, Divorced, Unmarried, Local-gov, Exec-managerial,9562,0, >50K,40,14,0,0,2,38,0,4,1,4,12
2629, Female, Black,34, Masters, United-States, Divorced, Unmarried, Private, Exec-managerial,0,0, <=50K,40,14,1,0,2,38,0,4,3,4,12
2630, Female, Black,80, Masters, United-States, Divorced, Unmarried, Private, Exec-managerial,15020,0, >50K,120,28,0,0,2,38,0,4,3,4,12
2631, Female, Black,57, Masters, United-States, Divorced, Unmarried, Local-gov, Other-service,0,0, <=50K,40,14,1,0,2,38,0,4,1,8,12
2632, Female, Black,45, Masters, United-States, Divorced, Unmarried, Local-gov, Prof-specialty,0,0, <=50K,40,14,1,0,2,38,0,4,1,10,12
2633, Female, Black,43, Masters, United-States, Divorced, Unmarried, Local-gov, Prof-specialty,9562,0, >50K,40,14,0,0,2,38,0,4,1,10,12
2634, Female, Black,49, Masters, United-States, Divorced, Unmarried, State-gov, Prof-specialty,7430,0, >50K,40,14,0,0,2,38,0,4,6,10,12
2635, Female, Black,42, Masters, United-States, Divorced, Unmarried, Private, Tech-support,4687,0, >50K,35,14,0,0,2,38,0,4,3,13,12
2636, Female, White,56, Masters, United-States, Divorced, Unmarried, Federal-gov, Adm-clerical,0,0, <=50K,40,14,1,0,4,38,0,4,0,1,12
2637, Female, White,35, Masters, United-States, Divorced, Unmarried, Local-gov, Adm-clerical,0,0, <=50K,41,14,1,0,4,38,0,4,1,1,12
2638, Female, White,46, Masters, United-States, Divorced, Unmarried, Local-gov, Exec-managerial,0,0, >50K,65,14,0,0,4,38,0,4,1,4,12
2639, Female, White,209, Masters, United-States, Divorced, Unmarried, Private, Exec-managerial,0,536, <=50K,215,70,1,0,4,38,0,4,3,4,12
2640, Female, White,91, Masters, United-States, Divorced, Unmarried, Private, Exec-managerial,0,2547, >50K,80,28,0,0,4,38,0,4,3,4,12
2641, Female, White,44, Masters, United-States, Divorced, Unmarried, Self-emp-not-inc, Exec-managerial,0,0, <=50K,40,14,1,0,4,38,0,4,5,4,12
2642, Female, White,43, Masters, United-States, Divorced, Unmarried, Self-emp-not-inc, Exec-managerial,0,0, >50K,45,14,0,0,4,38,0,4,5,4,12
2643, Female, White,85, Masters, United-States, Divorced, Unmarried, State-gov, Exec-managerial,1506,0, <=50K,80,28,1,0,4,38,0,4,6,4,12
2644, Female, White,31, Masters, United-States, Divorced, Unmarried, State-gov, Exec-managerial,0,0, >50K,50,14,0,0,4,38,0,4,6,4,12
2645, Female, White,43, Masters, United-States, Divorced, Unmarried, Private, Other-service,0,0, <=50K,40,14,1,0,4,38,0,4,3,8,12
2646, Female, White,43, Masters, United-States, Divorced, Unmarried, Self-emp-not-inc, Other-service,0,0, <=50K,30,14,1,0,4,38,0,4,5,8,12
2647, Female, White,41, Masters, United-States, Divorced, Unmarried, Federal-gov, Prof-specialty,1506,0, <=50K,40,14,1,0,4,38,0,4,0,10,12
2648, Female, White,855, Masters, United-States, Divorced, Unmarried, Local-gov, Prof-specialty,7875,0, <=50K,927,266,1,0,4,38,0,4,1,10,12
2649, Female, White,100, Masters, United-States, Divorced, Unmarried, Local-gov, Prof-specialty,16044,0, >50K,96,28,0,0,4,38,0,4,1,10,12
2650, Female, White,314, Masters, United-States, Divorced, Unmarried, Private, Prof-specialty,6497,1876, <=50K,298,98,1,0,4,38,0,4,3,10,12
2651, Female, White,90, Masters, United-States, Divorced, Unmarried, Private, Prof-specialty,0,2547, >50K,90,28,0,0,4,38,0,4,3,10,12
2652, Female, White,163, Masters, United-States, Divorced, Unmarried, Self-emp-not-inc, Prof-specialty,0,0, <=50K,77,42,1,0,4,38,0,4,5,10,12
2653, Female, White,179, Masters, United-States, Divorced, Unmarried, State-gov, Prof-specialty,0,0, <=50K,135,56,1,0,4,38,0,4,6,10,12
2654, Female, White,45, Masters, United-States, Divorced, Unmarried, Self-emp-inc, Sales,25236,0, >50K,42,14,0,0,4,38,0,4,4,12,12
2655, Female, White,56, Masters, United-States, Divorced, Unmarried, Self-emp-not-inc, Sales,0,2339, <=50K,60,14,1,0,4,38,0,4,5,12,12
2656, Female, Other,39, Masters, United-States, Married-civ-spouse, Other-relative, State-gov, Prof-specialty,7688,0, >50K,38,14,0,0,3,38,2,2,6,10,12
2657, Female, Amer-Indian-Eskimo,43, Masters, United-States, Married-civ-spouse, Wife, Local-gov, Exec-managerial,0,0, >50K,50,14,0,0,0,38,2,5,1,4,12
2658, Female, Black,100, Masters, United-States, Married-civ-spouse, Wife, Local-gov, Prof-specialty,0,1977, >50K,75,28,0,0,2,38,2,5,1,10,12
2659, Female, Black,86, Masters, United-States, Married-civ-spouse, Wife, State-gov, Prof-specialty,0,1848, >50K,80,28,0,0,2,38,2,5,6,10,12
2660, Female, White,100, Masters, United-States, Married-civ-spouse, Wife, Private, Adm-clerical,7688,0, >50K,78,28,0,0,4,38,2,5,3,1,12
2661, Female, White,175, Masters, United-States, Married-civ-spouse, Wife, Private, Exec-managerial,0,1485, <=50K,170,56,1,0,4,38,2,5,3,4,12
2662, Female, White,384, Masters, United-States, Married-civ-spouse, Wife, Private, Exec-managerial,15024,4317, >50K,394,126,0,0,4,38,2,5,3,4,12
2663, Female, White,46, Masters, United-States, Married-civ-spouse, Wife, Self-emp-inc, Exec-managerial,0,0, >50K,50,14,0,0,4,38,2,5,4,4,12
2664, Female, White,72, Masters, United-States, Married-civ-spouse, Wife, Self-emp-not-inc, Exec-managerial,0,1902, >50K,90,28,0,0,4,38,2,5,5,4,12
2665, Female, White,28, Masters, United-States, Married-civ-spouse, Wife, State-gov, Exec-managerial,0,0, <=50K,40,14,1,0,4,38,2,5,6,4,12
2666, Female, White,60, Masters, United-States, Married-civ-spouse, Wife, State-gov, Exec-managerial,3103,0, >50K,40,14,0,0,4,38,2,5,6,4,12
2667, Female, White,246, Masters, United-States, Married-civ-spouse, Wife, Local-gov, Prof-specialty,0,4169, <=50K,255,84,1,0,4,38,2,5,1,10,12
2668, Female, White,1276, Masters, United-States, Married-civ-spouse, Wife, Local-gov, Prof-specialty,60211,5856, >50K,1223,420,0,0,4,38,2,5,1,10,12
2669, Female, White,125, Masters, United-States, Married-civ-spouse, Wife, Private, Prof-specialty,0,0, <=50K,135,42,1,0,4,38,2,5,3,10,12
2670, Female, White,866, Masters, United-States, Married-civ-spouse, Wife, Private, Prof-specialty,145423,7833, >50K,694,266,0,0,4,38,2,5,3,10,12
2671, Female, White,39, Masters, United-States, Married-civ-spouse, Wife, Self-emp-inc, Prof-specialty,0,0, >50K,40,14,0,0,4,38,2,5,4,10,12
2672, Female, White,98, Masters, United-States, Married-civ-spouse, Wife, Self-emp-not-inc, Prof-specialty,0,0, >50K,50,28,0,0,4,38,2,5,5,10,12
2673, Female, White,272, Masters, United-States, Married-civ-spouse, Wife, State-gov, Prof-specialty,20202,0, >50K,245,98,0,0,4,38,2,5,6,10,12
2674, Female, White,26, Masters, United-States, Married-civ-spouse, Wife, Private, Sales,0,0, <=50K,40,14,1,0,4,38,2,5,3,12,12
2675, Female, White,32, Masters, United-States, Married-civ-spouse, Wife, Private, Sales,0,0, >50K,45,14,0,0,4,38,2,5,3,12,12
2676, Female, White,41, Masters, United-States, Married-civ-spouse, Wife, Self-emp-not-inc, Sales,0,1902, >50K,35,14,0,0,4,38,2,5,5,12,12
2677, Female, White,48, Masters, United-States, Married-spouse-absent, Not-in-family, Federal-gov, Exec-managerial,10520,0, >50K,50,14,0,0,4,38,3,1,0,4,12
2678, Female, White,26, Masters, United-States, Married-spouse-absent, Not-in-family, Local-gov, Prof-specialty,0,0, <=50K,40,14,1,0,4,38,3,1,1,10,12
2679, Female, White,57, Masters, United-States, Married-spouse-absent, Not-in-family, Private, Prof-specialty,0,0, <=50K,40,14,1,0,4,38,3,1,3,10,12
2680, Female, White,75, Masters, United-States, Married-spouse-absent, Not-in-family, Self-emp-not-inc, Prof-specialty,0,0, <=50K,50,14,1,0,4,38,3,1,5,10,12
2681, Female, White,28, Masters, United-States, Married-spouse-absent, Not-in-family, Private, Sales,0,0, >50K,80,14,0,0,4,38,3,1,3,12,12
2682, Female, White,49, Masters, United-States, Married-spouse-absent, Unmarried, Private, Adm-clerical,0,0, <=50K,40,14,1,0,4,38,3,4,3,1,12
2683, Female, White,52, Masters, United-States, Married-spouse-absent, Unmarried, State-gov, Exec-managerial,4787,0, >50K,44,14,0,0,4,38,3,4,6,4,12
2684, Female, Black,32, Masters, United-States, Never-married, Not-in-family, Private, Adm-clerical,0,0, <=50K,40,14,1,0,2,38,4,1,3,1,12
2685, Female, Black,95, Masters, United-States, Never-married, Not-in-family, State-gov, Adm-clerical,0,0, <=50K,100,42,1,0,2,38,4,1,6,1,12
2686, Female, Black,28, Masters, United-States, Never-married, Not-in-family, Private, Exec-managerial,0,0, <=50K,45,14,1,0,2,38,4,1,3,4,12
2687, Female, Black,37, Masters, United-States, Never-married, Not-in-family, Private, Exec-managerial,0,0, >50K,40,14,0,0,2,38,4,1,3,4,12
2688, Female, Black,77, Masters, United-States, Never-married, Not-in-family, Local-gov, Prof-specialty,0,0, <=50K,80,28,1,0,2,38,4,1,1,10,12
2689, Female, Black,57, Masters, United-States, Never-married, Not-in-family, State-gov, Prof-specialty,0,0, <=50K,75,28,1,0,2,38,4,1,6,10,12
2690, Female, Black,43, Masters, United-States, Never-married, Not-in-family, Local-gov, Tech-support,8614,0, >50K,47,14,0,0,2,38,4,1,1,13,12
2691, Female, White,52, Masters, United-States, Never-married, Not-in-family, Federal-gov, Adm-clerical,0,0, >50K,40,14,0,0,4,38,4,1,0,1,12
2692, Female, White,70, Masters, United-States, Never-married, Not-in-family, Local-gov, Adm-clerical,0,1876, <=50K,75,28,1,0,4,38,4,1,1,1,12
2693, Female, White,222, Masters, United-States, Never-married, Not-in-family, Private, Adm-clerical,6360,0, <=50K,146,56,1,0,4,38,4,1,3,1,12
2694, Female, White,58, Masters, United-States, Never-married, Not-in-family, Private, Adm-clerical,0,0, >50K,24,14,0,0,4,38,4,1,3,1,12
2695, Female, White,32, Masters, United-States, Never-married, Not-in-family, State-gov, Adm-clerical,0,0, <=50K,38,14,1,0,4,38,4,1,6,1,12
2696, Female, White,39, Masters, United-States, Never-married, Not-in-family, Private, Craft-repair,0,0, <=50K,50,14,1,0,4,38,4,1,3,3,12
2697, Female, White,50, Masters, United-States, Never-married, Not-in-family, Federal-gov, Exec-managerial,0,0, <=50K,50,14,1,0,4,38,4,1,0,4,12
2698, Female, White,82, Masters, United-States, Never-married, Not-in-family, Federal-gov, Exec-managerial,28168,0, >50K,115,28,0,0,4,38,4,1,0,4,12
2699, Female, White,96, Masters, United-States, Never-married, Not-in-family, Local-gov, Exec-managerial,24864,0, >50K,100,28,0,0,4,38,4,1,1,4,12
2700, Female, White,434, Masters, United-States, Never-married, Not-in-family, Private, Exec-managerial,4650,0, <=50K,531,182,1,0,4,38,4,1,3,4,12
2701, Female, White,310, Masters, United-States, Never-married, Not-in-family, Private, Exec-managerial,52238,0, >50K,385,112,0,0,4,38,4,1,3,4,12
2702, Female, White,84, Masters, United-States, Never-married, Not-in-family, Self-emp-not-inc, Exec-managerial,0,0, <=50K,95,28,1,0,4,38,4,1,5,4,12
2703, Female, White,112, Masters, United-States, Never-married, Not-in-family, State-gov, Exec-managerial,0,0, <=50K,113,42,1,0,4,38,4,1,6,4,12
2704, Female, White,27, Masters, United-States, Never-married, Not-in-family, Private, Machine-op-inspct,0,0, <=50K,40,14,1,0,4,38,4,1,3,7,12
2705, Female, White,202, Masters, United-States, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,129,56,1,0,4,38,4,1,3,8,12
2706, Female, White,90, Masters, United-States, Never-married, Not-in-family, Federal-gov, Prof-specialty,0,0, <=50K,80,28,1,0,4,38,4,1,0,10,12
2707, Female, White,970, Masters, United-States, Never-married, Not-in-family, Local-gov, Prof-specialty,11689,7337, <=50K,1135,350,1,0,4,38,4,1,1,10,12
2708, Female, White,143, Masters, United-States, Never-married, Not-in-family, Local-gov, Prof-specialty,0,0, >50K,117,42,0,0,4,38,4,1,1,10,12
2709, Female, White,1381, Masters, United-States, Never-married, Not-in-family, Private, Prof-specialty,11248,8308, <=50K,1618,546,1,0,4,38,4,1,3,10,12
2710, Female, White,345, Masters, United-States, Never-married, Not-in-family, Private, Prof-specialty,50526,1564, >50K,392,126,0,0,4,38,4,1,3,10,12
2711, Female, White,39, Masters, United-States, Never-married, Not-in-family, Self-emp-inc, Prof-specialty,0,0, <=50K,40,14,1,0,4,38,4,1,4,10,12
2712, Female, White,118, Masters, United-States, Never-married, Not-in-family, Self-emp-not-inc, Prof-specialty,0,0, <=50K,160,42,1,0,4,38,4,1,5,10,12
2713, Female, White,195, Masters, United-States, Never-married, Not-in-family, State-gov, Prof-specialty,0,0, <=50K,252,84,1,0,4,38,4,1,6,10,12
2714, Female, White,54, Masters, United-States, Never-married, Not-in-family, State-gov, Prof-specialty,0,0, >50K,45,14,0,0,4,38,4,1,6,10,12
2715, Female, White,107, Masters, United-States, Never-married, Not-in-family, Private, Sales,0,0, <=50K,95,42,1,0,4,38,4,1,3,12,12
2716, Female, White,59, Masters, United-States, Never-married, Not-in-family, Private, Sales,27828,0, >50K,45,14,0,0,4,38,4,1,3,12,12
2717, Female, White,40, Masters, United-States, Never-married, Not-in-family, Federal-gov, Tech-support,0,0, <=50K,40,14,1,0,4,38,4,1,0,13,12
2718, Female, White,71, Masters, United-States, Never-married, Not-in-family, Private, Tech-support,0,0, <=50K,80,28,1,0,4,38,4,1,3,13,12
2719, Female, White,67, Masters, United-States, Never-married, Other-relative, Local-gov, Exec-managerial,15831,0, >50K,72,14,0,0,4,38,4,2,1,4,12
2720, Female, White,64, Masters, United-States, Never-married, Other-relative, Private, Prof-specialty,0,0, <=50K,8,14,1,0,4,38,4,2,3,10,12
2721, Female, White,38, Masters, United-States, Never-married, Other-relative, State-gov, Prof-specialty,0,0, <=50K,40,14,1,0,4,38,4,2,6,10,12
2722, Female, Black,35, Masters, United-States, Never-married, Own-child, Local-gov, Prof-specialty,0,0, <=50K,40,14,1,0,2,38,4,3,1,10,12
2723, Female, White,40, Masters, United-States, Never-married, Own-child, Private, Adm-clerical,0,0, <=50K,40,14,1,0,4,38,4,3,3,1,12
2724, Female, White,37, Masters, United-States, Never-married, Own-child, Federal-gov, Exec-managerial,0,0, <=50K,40,14,1,0,4,38,4,3,0,4,12
2725, Female, White,170, Masters, United-States, Never-married, Own-child, Private, Exec-managerial,0,0, <=50K,160,56,1,0,4,38,4,3,3,4,12
2726, Female, White,26, Masters, United-States, Never-married, Own-child, Private, Other-service,0,0, <=50K,40,14,1,0,4,38,4,3,3,8,12
2727, Female, White,139, Masters, United-States, Never-married, Own-child, Local-gov, Prof-specialty,0,0, <=50K,195,56,1,0,4,38,4,3,1,10,12
2728, Female, White,162, Masters, United-States, Never-married, Own-child, Private, Prof-specialty,2597,0, <=50K,242,84,1,0,4,38,4,3,3,10,12
2729, Female, White,25, Masters, United-States, Never-married, Own-child, Private, Prof-specialty,0,0, >50K,40,14,0,0,4,38,4,3,3,10,12
2730, Female, White,113, Masters, United-States, Never-married, Own-child, State-gov, Prof-specialty,0,0, <=50K,105,42,1,0,4,38,4,3,6,10,12
2731, Female, White,27, Masters, United-States, Never-married, Own-child, Private, Sales,0,0, <=50K,40,14,1,0,4,38,4,3,3,12,12
2732, Female, Black,38, Masters, United-States, Never-married, Unmarried, Private, Exec-managerial,0,0, <=50K,35,14,1,0,2,38,4,4,3,4,12
2733, Female, Black,34, Masters, United-States, Never-married, Unmarried, State-gov, Prof-specialty,0,0, <=50K,24,14,1,0,2,38,4,4,6,10,12
2734, Female, White,38, Masters, United-States, Never-married, Unmarried, Private, Adm-clerical,0,0, <=50K,40,14,1,0,4,38,4,4,3,1,12
2735, Female, White,34, Masters, United-States, Never-married, Unmarried, Private, Exec-managerial,0,0, <=50K,50,14,1,0,4,38,4,4,3,4,12
2736, Female, White,190, Masters, United-States, Never-married, Unmarried, Local-gov, Prof-specialty,0,1380, <=50K,148,56,1,0,4,38,4,4,1,10,12
2737, Female, White,70, Masters, United-States, Never-married, Unmarried, Local-gov, Prof-specialty,7896,0, >50K,50,14,0,0,4,38,4,4,1,10,12
2738, Female, White,85, Masters, United-States, Never-married, Unmarried, Private, Prof-specialty,0,0, <=50K,72,28,1,0,4,38,4,4,3,10,12
2739, Female, White,34, Masters, United-States, Never-married, Unmarried, State-gov, Prof-specialty,0,0, <=50K,40,14,1,0,4,38,4,4,6,10,12
2740, Female, White,63, Masters, United-States, Separated, Not-in-family, Private, Prof-specialty,0,0, >50K,40,14,0,0,4,38,5,1,3,10,12
2741, Female, White,34, Masters, United-States, Separated, Not-in-family, Self-emp-inc, Prof-specialty,4787,0, >50K,40,14,0,0,4,38,5,1,4,10,12
2742, Female, White,31, Masters, United-States, Separated, Not-in-family, Self-emp-not-inc, Tech-support,0,0, <=50K,25,14,1,0,4,38,5,1,5,13,12
2743, Female, White,25, Masters, United-States, Separated, Own-child, Private, Other-service,0,0, <=50K,40,14,1,0,4,38,5,3,3,8,12
2744, Female, Black,43, Masters, United-States, Separated, Unmarried, Local-gov, Prof-specialty,0,0, <=50K,37,14,1,0,2,38,5,4,1,10,12
2745, Female, White,44, Masters, United-States, Separated, Unmarried, Private, Exec-managerial,0,0, <=50K,20,14,1,0,4,38,5,4,3,4,12
2746, Female, White,40, Masters, United-States, Separated, Unmarried, Self-emp-not-inc, Exec-managerial,0,0, <=50K,20,14,1,0,4,38,5,4,5,4,12
2747, Female, White,132, Masters, United-States, Separated, Unmarried, Local-gov, Prof-specialty,0,0, <=50K,160,42,1,0,4,38,5,4,1,10,12
2748, Female, White,44, Masters, United-States, Separated, Unmarried, Private, Sales,0,0, <=50K,48,14,1,0,4,38,5,4,3,12,12
2749, Female, White,59, Masters, United-States, Widowed, Not-in-family, Private, Exec-managerial,0,0, >50K,40,14,0,0,4,38,6,1,3,4,12
2750, Female, White,58, Masters, United-States, Widowed, Not-in-family, Self-emp-not-inc, Other-service,0,0, <=50K,15,14,1,0,4,38,6,1,5,8,12
2751, Female, White,76, Masters, United-States, Widowed, Not-in-family, Federal-gov, Prof-specialty,0,0, <=50K,15,14,1,0,4,38,6,1,0,10,12
2752, Female, White,227, Masters, United-States, Widowed, Not-in-family, Local-gov, Prof-specialty,0,0, <=50K,160,56,1,0,4,38,6,1,1,10,12
2753, Female, White,226, Masters, United-States, Widowed, Not-in-family, Private, Prof-specialty,4650,0, <=50K,149,56,1,0,4,38,6,1,3,10,12
2754, Female, White,61, Masters, United-States, Widowed, Not-in-family, Private, Prof-specialty,0,0, >50K,40,14,0,0,4,38,6,1,3,10,12
2755, Female, White,58, Masters, United-States, Widowed, Not-in-family, Private, Sales,0,0, <=50K,27,14,1,0,4,38,6,1,3,12,12
2756, Female, White,55, Masters, United-States, Widowed, Not-in-family, Self-emp-inc, Sales,0,0, <=50K,40,14,1,0,4,38,6,1,4,12,12
2757, Female, Black,46, Masters, United-States, Widowed, Unmarried, Local-gov, Exec-managerial,0,0, <=50K,35,14,1,0,2,38,6,4,1,4,12
2758, Female, Black,53, Masters, United-States, Widowed, Unmarried, Local-gov, Prof-specialty,0,1669, <=50K,35,14,1,0,2,38,6,4,1,10,12
2759, Female, Black,68, Masters, United-States, Widowed, Unmarried, Local-gov, Prof-specialty,0,0, >50K,40,14,0,0,2,38,6,4,1,10,12
2760, Female, Black,43, Masters, United-States, Widowed, Unmarried, Private, Prof-specialty,0,0, <=50K,37,14,1,0,2,38,6,4,3,10,12
2761, Female, White,54, Masters, United-States, Widowed, Unmarried, Private, Adm-clerical,0,0, <=50K,38,14,1,0,4,38,6,4,3,1,12
2762, Female, White,61, Masters, United-States, Widowed, Unmarried, Self-emp-inc, Exec-managerial,0,0, <=50K,99,14,1,0,4,38,6,4,4,4,12
2763, Female, White,61, Masters, United-States, Widowed, Unmarried, Federal-gov, Prof-specialty,0,0, <=50K,40,14,1,0,4,38,6,4,0,10,12
2764, Female, White,262, Masters, United-States, Widowed, Unmarried, Local-gov, Prof-specialty,914,323, <=50K,169,70,1,0,4,38,6,4,1,10,12
2765, Female, White,59, Masters, United-States, Widowed, Unmarried, Local-gov, Prof-specialty,4787,0, >50K,60,14,0,0,4,38,6,4,1,10,12
2766, Female, Asian-Pac-Islander,32, Preschool, Cambodia, Married-civ-spouse, Wife, Private, Machine-op-inspct,4508,0, <=50K,40,1,1,0,1,0,2,5,3,7,13
2767, Female, White,48, Preschool, El-Salvador, Separated, Unmarried, Private, Other-service,0,0, <=50K,40,1,1,0,4,7,5,4,3,8,13
2768, Female, White,66, Preschool, Guatemala, Widowed, Other-relative, Private, Priv-house-serv,0,0, <=50K,40,1,1,0,4,12,6,2,3,9,13
2769, Female, Asian-Pac-Islander,23, Preschool, Laos, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,40,1,1,0,1,24,4,1,3,8,13
2770, Female, White,46, Preschool, Mexico, Married-civ-spouse, Wife, Private, Machine-op-inspct,0,0, <=50K,40,1,1,0,4,25,2,5,3,7,13
2771, Female, White,31, Preschool, Mexico, Never-married, Other-relative, Private, Other-service,0,0, <=50K,35,1,1,0,4,25,4,2,3,8,13
2772, Female, Asian-Pac-Islander,75, Preschool, Philippines, Never-married, Not-in-family, Private, Priv-house-serv,0,0, <=50K,48,1,1,0,1,29,4,1,3,9,13
2773, Female, White,53, Preschool, United-States, Never-married, Not-in-family, Local-gov, Machine-op-inspct,0,0, <=50K,35,1,1,0,4,38,4,1,1,7,13
2774, Female, White,79, Preschool, United-States, Never-married, Not-in-family, Private, Other-service,0,0, <=50K,32,2,1,0,4,38,4,1,3,8,13
2775, Female, Black,34, Preschool, United-States, Never-married, Own-child, Local-gov, Adm-clerical,0,0, <=50K,25,1,1,0,2,38,4,3,1,1,13
2776, Female, White,41, Preschool, United-States, Never-married, Own-child, Local-gov, Handlers-cleaners,0,0, <=50K,30,1,1,0,4,38,4,3,1,6,13
2777, Female, White,24, Preschool, United-States, Never-married, Own-child, Private, Machine-op-inspct,0,0, <=50K,30,1,1,0,4,38,4,3,3,7,13
2778, Female, White,23, Preschool, United-States, Never-married, Own-child, Private, Other-service,0,0, <=50K,15,1,1,0,4,38,4,3,3,8,13
2779, Female, Asian-Pac-Islander,38, Prof-school, Canada, Never-married, Not-in-family, Federal-gov, Prof-specialty,99999,0, >50K,57,15,0,0,1,1,4,1,0,10,14
2780, Female, White,40, Prof-school, Cuba, Never-married, Not-in-family, Private, Exec-managerial,0,0, <=50K,40,15,1,0,4,4,4,1,3,4,14
2781, Female, White,46, Prof-school, Germany, Separated, Unmarried, Federal-gov, Prof-specialty,0,0, >50K,40,15,0,0,4,10,5,4,0,10,14
2782, Female, White,47, Prof-school, Honduras, Married-civ-spouse, Wife, Private, Prof-specialty,0,1902, >50K,60,15,0,0,4,15,2,5,3,10,14
2783, Female, White,25, Prof-school, Italy, Never-married, Not-in-family, Private, Prof-specialty,0,0, <=50K,8,15,1,0,4,21,4,1,3,10,14
2784, Female, White,41, Prof-school, Japan, Married-civ-spouse, Wife, Private, Exec-managerial,0,0, >50K,50,15,0,0,4,23,2,5,3,4,14
2785, Female, Asian-Pac-Islander,36, Prof-school, Philippines, Divorced, Own-child, State-gov, Prof-specialty,0,0, <=50K,40,15,1,0,1,29,0,3,6,10,14
2786, Female, Asian-Pac-Islander,40, Prof-school, Philippines, Married-civ-spouse, Other-relative, Private, Adm-clerical,0,0, <=50K,40,15,1,0,1,29,2,2,3,1,14
2787, Female, Amer-Indian-Eskimo,42, Prof-school, South, Married-civ-spouse, Wife, Private, Sales,15024,0, >50K,40,15,0,0,0,34,2,5,3,12,14
2788, Female, White,49, Prof-school, United-States, Divorced, Not-in-family, State-gov, Exec-managerial,0,0, <=50K,40,15,1,0,4,38,0,1,6,4,14
2789, Female, White,40, Prof-school, United-States, Divorced, Not-in-family, Self-emp-not-inc, Other-service,0,2339, <=50K,35,15,1,0,4,38,0,1,5,8,14
2790, Female, White,57, Prof-school, United-States, Divorced, Not-in-family, Federal-gov, Prof-specialty,0,0, >50K,50,15,0,0,4,38,0,1,0,10,14
2791, Female, White,108, Prof-school, United-States, Divorced, Not-in-family, Local-gov, Prof-specialty,0,0, <=50K,89,30,1,0,4,38,0,1,1,10,14
2792, Female, White,71, Prof-school, United-States, Divorced, Not-in-family, Private, Prof-specialty,2354,0, <=50K,111,30,1,0,4,38,0,1,3,10,14
2793, Female, White,73, Prof-school, United-States, Divorced, Not-in-family, Private, Prof-specialty,0,0, >50K,84,30,0,0,4,38,0,1,3,10,14
2794, Female, White,55, Prof-school, United-States, Divorced, Not-in-family, Self-emp-not-inc, Prof-specialty,0,0, <=50K,35,15,1,0,4,38,0,1,5,10,14
2795, Female, White,31, Prof-school, United-States, Divorced, Not-in-family, Private, Tech-support,0,0, <=50K,35,15,1,0,4,38,0,1,3,13,14
2796, Female, White,29, Prof-school, United-States, Divorced, Own-child, Private, Prof-specialty,2174,0, <=50K,72,15,1,0,4,38,0,3,3,10,14
2797, Female, Black,45, Prof-school, United-States, Divorced, Unmarried, Local-gov, Prof-specialty,0,1726, <=50K,40,15,1,0,2,38,0,4,1,10,14
2798, Female, White,135, Prof-school, United-States, Divorced, Unmarried, Private, Prof-specialty,0,0, <=50K,103,45,1,0,4,38,0,4,3,10,14
